"","ASV","taxon","taxonomic_level"
"1259","ASV_1168","Oncorhynchus","genus"
"1260","ASV_1169","Pleuronectidae","family"
"1261","ASV_1170","Oncorhynchus tshawytscha","species"
"1262","ASV_1171","Eleginus gracilis","species"
"1263","ASV_1172","Pleuronectidae","family"
"1264","ASV_1173","Clupea pallasii","species"
"1265","ASV_1173","Clupea harengus","species"
"1266","ASV_1173","Sprattus sprattus","species"
"1267","ASV_1174","Gadidae","family"
"1268","ASV_1175","Gadidae","family"
"1269","ASV_1176","Ammodytes","genus"
"1270","ASV_1178","Gadidae","family"
"1271","ASV_1179","Eleginus gracilis","species"
"1272","ASV_1180","Oncorhynchus","genus"
"1273","ASV_1181","Oncorhynchus","genus"
"1274","ASV_1182","Oncorhynchus","genus"
"1275","ASV_1183","Pleuronectidae","family"
"1276","ASV_1184","Oncorhynchus","genus"
"1277","ASV_1185","Gadidae","family"
"1278","ASV_1186","Oligocottus","genus"
"1279","ASV_1188","Oncorhynchus tshawytscha","species"
"1280","ASV_1189","Oncorhynchus","genus"
"1281","ASV_1192","Clupea pallasii","species"
"1282","ASV_1192","Clupea harengus","species"
"1283","ASV_1192","Sprattus sprattus","species"
"1284","ASV_1193","Clupea pallasii","species"
"1285","ASV_1193","Clupea harengus","species"
"1286","ASV_1193","Sprattus sprattus","species"
"1287","ASV_1194","Oncorhynchus","genus"
"1288","ASV_1195","Oncorhynchus","genus"
"1289","ASV_1196","Oncorhynchus","genus"
"1290","ASV_1197","Oncorhynchus","genus"
"1291","ASV_1198","Balaena mysticetus","species"
"1292","ASV_1199","Pleuronectidae","family"
"1293","ASV_1200","Oncorhynchus","genus"
"1294","ASV_1201","Oncorhynchus","genus"
"1295","ASV_1203","Tarletonbeania crenularis","species"
"1296","ASV_1204","Oncorhynchus","genus"
"1297","ASV_1206","Pleuronectidae","family"
"1298","ASV_1207","Ammodytes","genus"
"1299","ASV_1208","Gadus chalcogrammus","species"
"1300","ASV_1208","Gadus morhua","species"
"1301","ASV_1209","Gadidae","family"
"1302","ASV_1211","Oncorhynchus tshawytscha","species"
"1303","ASV_1213","Oncorhynchus tshawytscha","species"
"1304","ASV_1214","Oncorhynchus tshawytscha","species"
"1305","ASV_1215","Pleuronectidae","family"
"1306","ASV_1216","Eleginus gracilis","species"
"1307","ASV_1217","Hexagrammos","genus"
"1308","ASV_1219","Gadidae","family"
"1309","ASV_1220","Blepsias bilobus","species"
"1310","ASV_1221","Pleuronectidae","family"
"1311","ASV_1222","Oncorhynchus","genus"
"1312","ASV_1223","Clupea pallasii","species"
"1313","ASV_1223","Clupea harengus","species"
"1314","ASV_1223","Sprattus sprattus","species"
"1315","ASV_1226","Oncorhynchus","genus"
"1316","ASV_1227","Oncorhynchus","genus"
"1317","ASV_1228","Clupea pallasii","species"
"1318","ASV_1228","Clupea harengus","species"
"1319","ASV_1228","Sprattus sprattus","species"
"1320","ASV_1229","Oncorhynchus","genus"
"1321","ASV_1230","Gymnocanthus tricuspis","species"
"1322","ASV_1231","Gadidae","family"
"1323","ASV_1233","Mallotus villosus","species"
"1324","ASV_1235","Boreogadus saida","species"
"1325","ASV_1236","Hexagrammos","genus"
"1326","ASV_1237","Oncorhynchus","genus"
"1327","ASV_1238","Pleuronectidae","family"
"1328","ASV_1239","Oncorhynchus","genus"
"1329","ASV_1240","Oncorhynchus","genus"
"1330","ASV_1241","Gadidae","family"
"1331","ASV_1242","Leuroglossus schmidti","species"
"1332","ASV_1244","Oncorhynchus","genus"
"1333","ASV_1245","Stichaeidae","family"
"1334","ASV_1247","Gadidae","family"
"1335","ASV_1248","Mallotus villosus","species"
"1336","ASV_1249","Gadidae","family"
"1337","ASV_1250","Gadus","genus"
"1338","ASV_1251","Oncorhynchus kisutch","species"
"1339","ASV_1252","Oncorhynchus kisutch","species"
"1340","ASV_1253","Pleuronectidae","family"
"1341","ASV_1255","Clupea pallasii","species"
"1342","ASV_1255","Clupea harengus","species"
"1343","ASV_1255","Sprattus sprattus","species"
"1344","ASV_1256","Oncorhynchus","genus"
"1345","ASV_1257","Clupea pallasii","species"
"1346","ASV_1257","Clupea harengus","species"
"1347","ASV_1257","Sprattus sprattus","species"
"1348","ASV_1258","Gadidae","family"
"1349","ASV_1259","Ammodytes","genus"
"1350","ASV_1260","Gadidae","family"
"1351","ASV_1261","Gadidae","family"
"1352","ASV_1262","Oncorhynchus","genus"
"1353","ASV_1263","Gadidae","family"
"1354","ASV_1264","Oncorhynchus","genus"
"1355","ASV_1266","Ammodytes","genus"
"1356","ASV_1267","Oncorhynchus","genus"
"1357","ASV_1268","Mallotus villosus","species"
"1358","ASV_1269","Oncorhynchus","genus"
"1359","ASV_1270","Atheresthes","genus"
"1360","ASV_1271","Ammodytes","genus"
"1361","ASV_1272","Clupea pallasii","species"
"1362","ASV_1272","Clupea harengus","species"
"1363","ASV_1272","Sprattus sprattus","species"
"1364","ASV_1273","Gadus chalcogrammus","species"
"1365","ASV_1274","Mallotus villosus","species"
"1366","ASV_1279","Gadidae","family"
"1367","ASV_1280","Gadus chalcogrammus","species"
"1368","ASV_1281","Pungitius hellenicus","species"
"1369","ASV_1281","Pungitius kaibarae","species"
"1370","ASV_1281","Pungitius laevis","species"
"1371","ASV_1281","Pungitius pungitius","species"
"1372","ASV_1281","Pungitius sinensis","species"
"1373","ASV_1282","Oncorhynchus","genus"
"1374","ASV_1283","Oncorhynchus","genus"
"1375","ASV_1284","Oncorhynchus kisutch","species"
"1376","ASV_1285","Gadidae","family"
"1377","ASV_1287","Stichaeidae","family"
"1378","ASV_1288","Clupea pallasii","species"
"1379","ASV_1288","Clupea harengus","species"
"1380","ASV_1288","Sprattus sprattus","species"
"1381","ASV_1289","Gadidae","family"
"1382","ASV_1292","Ammodytes","genus"
"1383","ASV_1293","Gadidae","family"
"1384","ASV_1294","Gadus chalcogrammus","species"
"1385","ASV_1295","Gadidae","family"
"1386","ASV_1296","Clupea pallasii","species"
"1387","ASV_1296","Clupea harengus","species"
"1388","ASV_1296","Sprattus sprattus","species"
"1389","ASV_1299","Gadus chalcogrammus","species"
"1390","ASV_1300","Gadidae","family"
"1391","ASV_1301","Oncorhynchus","genus"
"1392","ASV_1302","Oncorhynchus tshawytscha","species"
"1393","ASV_1303","Oncorhynchus tshawytscha","species"
"1394","ASV_1304","Oncorhynchus","genus"
"1395","ASV_1305","Oncorhynchus tshawytscha","species"
"1396","ASV_1307","Oncorhynchus","genus"
"1397","ASV_1308","Gadus","genus"
"1398","ASV_1309","Gadidae","family"
"1399","ASV_1310","Mallotus villosus","species"
"1400","ASV_1311","Pleuronectidae","family"
"1401","ASV_1312","Aspidophoroides monopterygius","species"
"1402","ASV_1313","Gadidae","family"
"1403","ASV_1314","Gadidae","family"
"1404","ASV_1315","Oncorhynchus","genus"
"1405","ASV_1316","Osmerus mordax","species"
"1406","ASV_1317","Gadidae","family"
"1407","ASV_1321","Gadus","genus"
"1408","ASV_1322","Oncorhynchus","genus"
"1409","ASV_1323","Leuroglossus","genus"
"1410","ASV_1324","Ammodytes","genus"
"1411","ASV_1325","Pungitius laevis","species"
"1412","ASV_1325","Pungitius pungitius","species"
"1413","ASV_1326","Gadidae","family"
"1414","ASV_1327","Clupea pallasii","species"
"1415","ASV_1327","Clupea harengus","species"
"1416","ASV_1327","Sprattus sprattus","species"
"1417","ASV_1328","Clupea harengus","species"
"1418","ASV_1328","Clupea pallasii","species"
"1419","ASV_1328","Sprattus sprattus","species"
"1420","ASV_1331","Liparis","genus"
"1421","ASV_1332","Oncorhynchus","genus"
"1422","ASV_1333","Ammodytes","genus"
"1423","ASV_1334","Clupea harengus","species"
"1424","ASV_1334","Clupea pallasii","species"
"1425","ASV_1334","Sprattus sprattus","species"
"1426","ASV_1335","Gadidae","family"
"1427","ASV_1337","Osmerus mordax","species"
"1428","ASV_1338","Gadidae","family"
"1429","ASV_1339","Pleuronectidae","family"
"1430","ASV_1340","Oncorhynchus","genus"
"1431","ASV_1343","Pleuronectidae","family"
"1432","ASV_1344","Clupea pallasii","species"
"1433","ASV_1344","Clupea harengus","species"
"1434","ASV_1344","Sprattus sprattus","species"
"1435","ASV_1345","Oncorhynchus","genus"
"1436","ASV_1346","Blepsias","genus"
"1437","ASV_1349","Oncorhynchus","genus"
"1438","ASV_1350","Ammodytes","genus"
"1439","ASV_1351","Oncorhynchus","genus"
"1440","ASV_1352","Osmerus mordax","species"
"1441","ASV_1353","Lycodes","genus"
"1442","ASV_1354","Mallotus villosus","species"
"1443","ASV_1355","Clupea harengus","species"
"1444","ASV_1355","Clupea pallasii","species"
"1445","ASV_1355","Sprattus sprattus","species"
"1446","ASV_1357","Mallotus villosus","species"
"1447","ASV_1358","Clupea pallasii","species"
"1448","ASV_1358","Clupea harengus","species"
"1449","ASV_1358","Sprattus sprattus","species"
"1450","ASV_1359","Oncorhynchus tshawytscha","species"
"1451","ASV_1360","Gadidae","family"
"1452","ASV_1362","Gadidae","family"
"1453","ASV_1363","Gadus","genus"
"1454","ASV_1364","Megaptera novaeangliae","species"
"1455","ASV_1368","Gadus chalcogrammus","species"
"1456","ASV_1369","Gadidae","family"
"1457","ASV_1371","Gadus","genus"
"1458","ASV_1372","Oncorhynchus tshawytscha","species"
"1459","ASV_1374","Clupea pallasii","species"
"1460","ASV_1374","Clupea harengus","species"
"1461","ASV_1374","Sprattus sprattus","species"
"1462","ASV_1375","Oncorhynchus","genus"
"1463","ASV_1376","Gadus chalcogrammus","species"
"1464","ASV_1378","Gadus chalcogrammus","species"
"1465","ASV_1379","Clupea harengus","species"
"1466","ASV_1379","Clupea pallasii","species"
"1467","ASV_1379","Sprattus sprattus","species"
"1468","ASV_1380","Gadidae","family"
"1469","ASV_1381","Pungitius hellenicus","species"
"1470","ASV_1381","Pungitius laevis","species"
"1471","ASV_1381","Pungitius pungitius","species"
"1472","ASV_1381","Pungitius tymensis","species"
"1473","ASV_1381","Pungitius sinensis","species"
"1474","ASV_1384","Oncorhynchus tshawytscha","species"
"1475","ASV_1386","Gadus chalcogrammus","species"
"1476","ASV_1387","Clupea pallasii","species"
"1477","ASV_1387","Clupea harengus","species"
"1478","ASV_1387","Sprattus sprattus","species"
"1479","ASV_1388","Gadidae","family"
"1480","ASV_1389","Clupea pallasii","species"
"1481","ASV_1389","Clupea harengus","species"
"1482","ASV_1389","Sprattus sprattus","species"
"1483","ASV_1390","Pleuronectidae","family"
"1484","ASV_1393","Oncorhynchus","genus"
"1485","ASV_1395","Oncorhynchus","genus"
"1486","ASV_1398","Oncorhynchus tshawytscha","species"
"1487","ASV_1403","Ammodytes","genus"
"1488","ASV_1404","Clupea pallasii","species"
"1489","ASV_1404","Clupea harengus","species"
"1490","ASV_1404","Sprattus sprattus","species"
"1491","ASV_1407","Anoplopoma fimbria","species"
"1492","ASV_1408","Gadus chalcogrammus","species"
"1493","ASV_1408","Gadus morhua","species"
"1494","ASV_1410","Oncorhynchus","genus"
"1495","ASV_1411","Thaleichthys pacificus","species"
"1496","ASV_1411","Spirinchus lanceolatus","species"
"1497","ASV_1413","Hexagrammos","genus"
"1498","ASV_1414","Osmerus mordax","species"
"1499","ASV_1419","Oncorhynchus kisutch","species"
"1500","ASV_1420","Gadidae","family"
"1501","ASV_1422","Oncorhynchus","genus"
"1502","ASV_1424","Oncorhynchus kisutch","species"
"1503","ASV_1425","Oncorhynchus kisutch","species"
"1504","ASV_1426","Osmerus mordax","species"
"1505","ASV_1427","Clupea pallasii","species"
"1506","ASV_1434","Oncorhynchus","genus"
"1507","ASV_1435","Oncorhynchus tshawytscha","species"
"1508","ASV_1437","Gadus","genus"
"1509","ASV_1438","Gadidae","family"
"1510","ASV_1443","Clupea pallasii","species"
"1511","ASV_1443","Clupea harengus","species"
"1512","ASV_1443","Sprattus sprattus","species"
"1513","ASV_1444","Oncorhynchus","genus"
"1514","ASV_1448","Artedius lateralis","species"
"1515","ASV_1456","Mallotus villosus","species"
"1516","ASV_1457","Oncorhynchus","genus"
"1517","ASV_1459","Pleurogrammus monopterygius","species"
"1518","ASV_1462","Oncorhynchus kisutch","species"
"1519","ASV_1463","Hexagrammos","genus"
"1520","ASV_1464","Gasterosteus aculeatus","species"
"1521","ASV_1466","Gadus chalcogrammus","species"
"1522","ASV_1467","Oncorhynchus tshawytscha","species"
"1523","ASV_1469","Enophrys diceraus","species"
"1524","ASV_1476","Pleuronectidae","family"
"1525","ASV_1479","Oncorhynchus","genus"
"1526","ASV_1481","Oncorhynchus tshawytscha","species"
"1527","ASV_1482","Clupea pallasii","species"
"1528","ASV_1482","Clupea harengus","species"
"1529","ASV_1482","Sprattus sprattus","species"
"1530","ASV_1483","Gadidae","family"
"1531","ASV_1485","Mallotus villosus","species"
"1532","ASV_1490","Sebastes","genus"
"1533","ASV_1492","Liparis","genus"
"1534","ASV_1492","Polypera greeni","species"
"1535","ASV_1493","Opisthocentrus ocellatus","species"
"1536","ASV_1494","Mallotus villosus","species"
"1537","ASV_1497","Delphinapterus leucas","species"
"1538","ASV_1498","Gadus","genus"
"1539","ASV_1499","Salvelinus","genus"
"1540","ASV_1500","Synthliboramphus antiquus","species"
"1541","ASV_1500","Synthliboramphus wumizusume","species"
"1542","ASV_1503","Tarletonbeania crenularis","species"
"1543","ASV_1505","Lagenorhynchus australis","species"
"1544","ASV_1505","Lagenorhynchus obliquidens","species"
"1545","ASV_1505","Cephalorhynchus heavisidii","species"
"1546","ASV_1505","Stenella coeruleoalba","species"
"1547","ASV_1508","Pleuronectidae","family"
"1548","ASV_1509","Ammodytes","genus"
"1549","ASV_1512","Eudontomyzon morii","species"
"1550","ASV_1512","Lethenteron appendix","species"
"1551","ASV_1512","Lethenteron camtschaticum","species"
"1552","ASV_1512","Lethenteron kessleri","species"
"1553","ASV_1513","Leuroglossus schmidti","species"
"1554","ASV_1515","Mallotus villosus","species"
"1555","ASV_1517","Stenobrachius leucopsarus","species"
"1556","ASV_1519","Oncorhynchus","genus"
"1557","ASV_1520","Stichaeidae","family"
"1558","ASV_1521","Oncorhynchus tshawytscha","species"
"1559","ASV_1522","Gadidae","family"
"1560","ASV_1523","Oncorhynchus","genus"
"1561","ASV_1524","Phoca fasciata","species"
"1562","ASV_1525","Gadidae","family"
"1563","ASV_1528","Pleuronectidae","family"
"1564","ASV_1534","Salvelinus","genus"
"1565","ASV_1542","Phocoena phocoena","species"
"1566","ASV_1544","Gadidae","family"
"1567","ASV_1547","Clupea pallasii","species"
"1568","ASV_1547","Clupea harengus","species"
"1569","ASV_1547","Sprattus sprattus","species"
"1570","ASV_1551","Mallotus villosus","species"
"1571","ASV_1553","Oncorhynchus","genus"
"1572","ASV_1556","Uria aalge","species"
"1573","ASV_1559","Pleuronectidae","family"
"1574","ASV_1575","Pleuronectidae","family"
"1575","ASV_1586","Clupea pallasii","species"
"1576","ASV_1586","Clupea harengus","species"
"1577","ASV_1586","Sprattus sprattus","species"
